EnsemblID	gene_name	logFC	logCPM	PValue	FDR	F	gene_biotype	GroupA_AvgCPM	GroupB_AvgCPM	GroupA_stdv	GroupB_stdv	log10FDR	alias	mygene_name	summary
	ENSG00000305074	0	-2				lncRNA								
	ENSG00000305075	0	-2				lncRNA								
	ENSG00000305076	0	-2				lncRNA								
	ENSG00000305077	0	-2				lncRNA								
	ENSG00000305078	0	-2				lncRNA								
	ENSG00000305079	0	-2				lncRNA								
	ENSG00000305081	0	-2				lncRNA								
	ENSG00000305083	0	-2				lncRNA								
	ENSG00000305085	0	-2				lncRNA								
	ENSG00000305086	0	-2				lncRNA								
	ENSG00000305088	0	-2				lncRNA								
	ENSG00000305089	0	-2				lncRNA								
	ENSG00000305090	0	-2				lncRNA								
	ENSG00000305091	0	-2				lncRNA								
	ENSG00000305092	0	-2				lncRNA								
	ENSG00000305094	0	-2				lncRNA								
	ENSG00000305095	0	-2				lncRNA								
	ENSG00000305097	0	-2				lncRNA								
	ENSG00000305098	0	-2				lncRNA								
	ENSG00000305099	0	-2				lncRNA								
	ENSG00000305100	0	-2				lncRNA								
	ENSG00000305101	0	-2				lncRNA								
	ENSG00000305102	0	-2				lncRNA								
	ENSG00000305103	0	-2				lncRNA								
	ENSG00000305104	0	-2				lncRNA								
	ENSG00000305105	0	-2				lncRNA								
	ENSG00000305106	0	-2				lncRNA								
	ENSG00000305107	0	-2				lncRNA								
	ENSG00000305108	0	-2				lncRNA								
	ENSG00000305110	0	-2				lncRNA								
	ENSG00000305111	0	-2				lncRNA								
	ENSG00000305112	0	-2				lncRNA								
	ENSG00000305113	0	-2				lncRNA								
	ENSG00000305114	0	-2				lncRNA								
	ENSG00000305115	0	-2				lncRNA								
	ENSG00000305116	0	-2				lncRNA								
	ENSG00000305118	0	-2				lncRNA								
	ENSG00000305119	0	-2				lncRNA								
	ENSG00000305120	0	-2				lncRNA								
	ENSG00000305121	0	-2				lncRNA								
	ENSG00000305122	0	-2				lncRNA								
	ENSG00000305123	0	-2				lncRNA								
	ENSG00000305124	0	-2				lncRNA								
	ENSG00000305125	0	-2				lncRNA								
	ENSG00000305127	0	-2				lncRNA								
	ENSG00000305128	0	-2				lncRNA								
	ENSG00000305130	0	-2				lncRNA								
	ENSG00000305131	0	-2				lncRNA								
	ENSG00000305132	0	-2				lncRNA								
	ENSG00000305134	0	-2				lncRNA								
	ENSG00000305136	0	-2				lncRNA								
	ENSG00000305137	0	-2				lncRNA								
	ENSG00000305138	0	-2				lncRNA								
	ENSG00000305140	0	-2				lncRNA								
	ENSG00000305141	0	-2				lncRNA								
	ENSG00000305142	0	-2				lncRNA								
	ENSG00000305144	0	-2				lncRNA								
	ENSG00000305145	0	-2				lncRNA								
	ENSG00000305146	0	-2				lncRNA								
	ENSG00000305147	0	-2				lncRNA								
	ENSG00000305148	0	-2				lncRNA								
	ENSG00000305149	0	-2				lncRNA								
	ENSG00000305151	0	-2				lncRNA								
	ENSG00000305152	0	-2				lncRNA								
	ENSG00000305153	0	-2				lncRNA								
	ENSG00000305155	0	-2				lncRNA								
	ENSG00000305157	0	-2				lncRNA								
	ENSG00000305158	0	-2				lncRNA								
	ENSG00000305159	0	-2				lncRNA								
	ENSG00000305160	0	-2				lncRNA								
	ENSG00000305161	0	-2				lncRNA								
	ENSG00000305162	0	-2				lncRNA								
	ENSG00000305163	0	-2				lncRNA								
	ENSG00000305164	0	-2				lncRNA								
	ENSG00000305165	0	-2				lncRNA								
	ENSG00000305167	0	-2				lncRNA								
	ENSG00000305168	0	-2				lncRNA								
	ENSG00000305170	0	-2				lncRNA								
	ENSG00000305171	0	-2				lncRNA								
	ENSG00000305174	0	-2				lncRNA								
	ENSG00000305175	0	-2				lncRNA								
	ENSG00000305176	0	-2				lncRNA								
	ENSG00000305177	0	-2				lncRNA								
	ENSG00000305178	0	-2				lncRNA								
	ENSG00000305179	0	-2				lncRNA								
	ENSG00000305180	0	-2				lncRNA								
	ENSG00000305181	0	-2				lncRNA								
	ENSG00000305182	0	-2				lncRNA								
	ENSG00000305183	0	-2				lncRNA								
	ENSG00000305184	0	-2				lncRNA								
	ENSG00000305187	0	-2				lncRNA								
	ENSG00000305188	0	-2				lncRNA								
	ENSG00000305189	0	-2				lncRNA								
	ENSG00000305190	0	-2				lncRNA								
	ENSG00000305191	0	-2				lncRNA								
	ENSG00000305192	0	-2				lncRNA								
	ENSG00000305193	0	-2				lncRNA								
	ENSG00000305194	0	-2				lncRNA								
	ENSG00000305196	0	-2				lncRNA								
	ENSG00000305197	0	-2				lncRNA								
	ENSG00000305198	0	-2				lncRNA								
	ENSG00000305199	0	-2				lncRNA								
	ENSG00000305201	0	-2				lncRNA								
	ENSG00000305202	0	-2				lncRNA								
	ENSG00000305203	0	-2				lncRNA								
	ENSG00000305204	0	-2				lncRNA								
	ENSG00000305206	0	-2				lncRNA								
	ENSG00000305208	0	-2				lncRNA								
	ENSG00000305210	0	-2				lncRNA								
	ENSG00000305211	0	-2				lncRNA								
	ENSG00000305212	0	-2				lncRNA								
	ENSG00000305213	0	-2				lncRNA								
	ENSG00000305214	0	-2				lncRNA								
	ENSG00000305215	0	-2				lncRNA								
	ENSG00000305216	0	-2				lncRNA								
	ENSG00000305217	0	-2				lncRNA								
	ENSG00000305218	0	-2				lncRNA								
	ENSG00000305219	0	-2				lncRNA								
	ENSG00000305220	0	-2				lncRNA								
	ENSG00000305221	0	-2				lncRNA								
	ENSG00000305222	0	-2				lncRNA								
	ENSG00000305223	0	-2				lncRNA								
	ENSG00000305224	0	-2				lncRNA								
	ENSG00000305227	0	-2				lncRNA								
	ENSG00000305229	0	-2				lncRNA								
	ENSG00000305230	0	-2				lncRNA								
	ENSG00000305231	0	-2				lncRNA								
	ENSG00000305232	0	-2				lncRNA								
	ENSG00000305233	0	-2				lncRNA								
	ENSG00000305234	0	-2				lncRNA								
	ENSG00000305235	0	-2				lncRNA								
	ENSG00000305236	0	-2				lncRNA								
	ENSG00000305237	0	-2				lncRNA								
	ENSG00000305239	0	-2				lncRNA								
	ENSG00000305240	0	-2				lncRNA								
	ENSG00000305241	0	-2				lncRNA								
	ENSG00000305242	0	-2				lncRNA								
	ENSG00000305243	0	-2				lncRNA								
	ENSG00000305245	0	-2				lncRNA								
	ENSG00000305246	0	-2				lncRNA								
	ENSG00000305248	0	-2				lncRNA								
	ENSG00000305251	0	-2				lncRNA								
	ENSG00000305253	0	-2				lncRNA								
	ENSG00000305254	0	-2				lncRNA								
	ENSG00000305255	0	-2				lncRNA								
	ENSG00000305256	0	-2				lncRNA								
	ENSG00000305257	0	-2				lncRNA								
	ENSG00000305258	0	-2				lncRNA								
	ENSG00000305259	0	-2				lncRNA								
	ENSG00000305261	0	-2				lncRNA								
	ENSG00000305262	0	-2				lncRNA								
	ENSG00000305263	0	-2				lncRNA								
	ENSG00000305264	0	-2				lncRNA								
	ENSG00000305267	0	-2				lncRNA								
	ENSG00000305268	0	-2				lncRNA								
	ENSG00000305269	0	-2				lncRNA								
	ENSG00000305270	0	-2				lncRNA								
	ENSG00000305272	0	-2				lncRNA								
	ENSG00000305273	0	-2				lncRNA								
	ENSG00000305274	0	-2				lncRNA								
	ENSG00000305275	0	-2				lncRNA								
	ENSG00000305276	0	-2				lncRNA								
	ENSG00000305277	0	-2				lncRNA								
	ENSG00000305278	0	-2				lncRNA								
	ENSG00000305279	0	-2				lncRNA								
	ENSG00000305281	0	-2				lncRNA								
	ENSG00000305282	0	-2				lncRNA								
	ENSG00000305284	0	-2				lncRNA								
	ENSG00000305285	0	-2				lncRNA								
	ENSG00000305286	0	-2				lncRNA								
	ENSG00000305287	0	-2				lncRNA								
	ENSG00000305288	0	-2				lncRNA								
	ENSG00000305289	0	-2				lncRNA								
	ENSG00000305290	0	-2				lncRNA								
	ENSG00000305291	0	-2				lncRNA								
	ENSG00000305292	0	-2				lncRNA								
	ENSG00000305293	0	-2				lncRNA								
	ENSG00000305294	0	-2				lncRNA								
	ENSG00000305295	0	-2				lncRNA								
	ENSG00000305296	0	-2				lncRNA								
	ENSG00000305297	0	-2				lncRNA								
	ENSG00000305301	0	-2				lncRNA								
	ENSG00000305302	0	-2				lncRNA								
	ENSG00000305303	0	-2				lncRNA								
	ENSG00000305304	0	-2				lncRNA								
	ENSG00000305305	0	-2				lncRNA								
	ENSG00000305306	0	-2				lncRNA								
	ENSG00000305307	0	-2				lncRNA								
	ENSG00000305308	0	-2				lncRNA								
	ENSG00000305309	0	-2				lncRNA								
	ENSG00000305310	0	-2				lncRNA								
	ENSG00000305311	0	-2				lncRNA								
	ENSG00000305312	0	-2				lncRNA								
	ENSG00000305314	0	-2				lncRNA								
	ENSG00000305315	0	-2				lncRNA								
	ENSG00000305316	0	-2				lncRNA								
	ENSG00000305318	0	-2				lncRNA								
	ENSG00000305319	0	-2				lncRNA								
	ENSG00000305320	0	-2				lncRNA								
	ENSG00000305321	0	-2				lncRNA								
	ENSG00000305322	0	-2				lncRNA								
	ENSG00000305323	0	-2				lncRNA								
	ENSG00000305324	0	-2				lncRNA								
	ENSG00000305327	0	-2				lncRNA								
	ENSG00000305328	0	-2				lncRNA								
	ENSG00000305329	0	-2				lncRNA								
	ENSG00000305330	0	-2				lncRNA								
	ENSG00000305331	0	-2				lncRNA								
	ENSG00000305332	0	-2				lncRNA								
	ENSG00000305333	0	-2				lncRNA								
	ENSG00000305334	0	-2				lncRNA								
	ENSG00000305336	0	-2				lncRNA								
	ENSG00000305338	0	-2				lncRNA								
	ENSG00000305339	0	-2				lncRNA								
	ENSG00000305340	0	-2				lncRNA								
	ENSG00000305341	0	-2				lncRNA								
	ENSG00000305342	0	-2				lncRNA								
	ENSG00000305343	0	-2				lncRNA								
	ENSG00000305345	0	-2				lncRNA								
	ENSG00000305346	0	-2				lncRNA								
	ENSG00000305347	0	-2				lncRNA								
	ENSG00000305348	0	-2				lncRNA								
	ENSG00000305349	0	-2				lncRNA								
	ENSG00000305350	0	-2				lncRNA								
	ENSG00000305354	0	-2				lncRNA								
	ENSG00000305355	0	-2				lncRNA								
	ENSG00000305356	0	-2				lncRNA								
	ENSG00000305358	0	-2				lncRNA								
	ENSG00000305359	0	-2				lncRNA								
	ENSG00000305360	0	-2				lncRNA								
	ENSG00000305361	0	-2				lncRNA								
	ENSG00000305362	0	-2				lncRNA								
	ENSG00000305363	0	-2				lncRNA								
	ENSG00000305364	0	-2				lncRNA								
	ENSG00000305365	0	-2				lncRNA								
	ENSG00000305366	0	-2				lncRNA								
	ENSG00000305367	0	-2				lncRNA								
	ENSG00000305368	0	-2				lncRNA								
	ENSG00000305369	0	-2				lncRNA								
	ENSG00000305370	0	-2				lncRNA								
	ENSG00000305371	0	-2				lncRNA								
	ENSG00000305372	0	-2				lncRNA								
	ENSG00000305373	0	-2				lncRNA								
	ENSG00000305374	0	-2				lncRNA								
	ENSG00000305375	0	-2				lncRNA								
	ENSG00000305376	0	-2				lncRNA								
	ENSG00000305378	0	-2				lncRNA								
	ENSG00000305379	0	-2				lncRNA								
	ENSG00000305380	0	-2				lncRNA								
	ENSG00000305381	0	-2				lncRNA								
	ENSG00000305382	0	-2				lncRNA								
	ENSG00000305383	0	-2				lncRNA								
	ENSG00000305384	0	-2				lncRNA								
	ENSG00000305386	0	-2				lncRNA								
	ENSG00000305387	0	-2				lncRNA								
	ENSG00000305389	0	-2				lncRNA								
	ENSG00000305390	0	-2				lncRNA								
	ENSG00000305392	0	-2				lncRNA								
	ENSG00000305393	0	-2				lncRNA								
	ENSG00000305394	0	-2				lncRNA								
	ENSG00000305395	0	-2				lncRNA								
	ENSG00000305398	0	-2				lncRNA								
	ENSG00000305403	0	-2				lncRNA								
	ENSG00000305405	0	-2				lncRNA								
	ENSG00000305406	0	-2				lncRNA								
	ENSG00000305407	0	-2				lncRNA								
	ENSG00000305408	0	-2				lncRNA								
	ENSG00000305409	0	-2				lncRNA								
	ENSG00000305410	0	-2				lncRNA								
	ENSG00000305411	0	-2				lncRNA								
	ENSG00000305412	0	-2				lncRNA								
	ENSG00000305413	0	-2				lncRNA								
	ENSG00000305414	0	-2				lncRNA								
	ENSG00000305415	0	-2				lncRNA								
	ENSG00000305416	0	-2				lncRNA								
	ENSG00000305417	0	-2				lncRNA								
	ENSG00000305418	0	-2				lncRNA								
	ENSG00000305419	0	-2				lncRNA								
	ENSG00000305420	0	-2				lncRNA								
	ENSG00000305422	0	-2				lncRNA								
	ENSG00000305423	0	-2				lncRNA								
	ENSG00000305424	0	-2				lncRNA								
	ENSG00000305425	0	-2				lncRNA								
	ENSG00000305428	0	-2				lncRNA								
	ENSG00000305430	0	-2				lncRNA								
	ENSG00000305431	0	-2				lncRNA								
	ENSG00000305433	0	-2				lncRNA								
	ENSG00000305434	0	-2				lncRNA								
	ENSG00000305435	0	-2				lncRNA								
	ENSG00000305437	0	-2				lncRNA								
	ENSG00000305439	0	-2				lncRNA								
	ENSG00000305440	0	-2				lncRNA								
	ENSG00000305442	0	-2				lncRNA								
	ENSG00000305443	0	-2				lncRNA								
	ENSG00000305444	0	-2				lncRNA								
	ENSG00000305445	0	-2				lncRNA								
	ENSG00000305446	0	-2				lncRNA								
	ENSG00000305447	0	-2				lncRNA								
	ENSG00000305448	0	-2				lncRNA								
	ENSG00000305449	0	-2				lncRNA								
	ENSG00000305451	0	-2				lncRNA								
	ENSG00000305452	0	-2				lncRNA								
	ENSG00000305454	0	-2				lncRNA								
	ENSG00000305455	0	-2				lncRNA								
	ENSG00000305456	0	-2				lncRNA								
	ENSG00000305457	0	-2				lncRNA								
	ENSG00000305458	0	-2				lncRNA								
	ENSG00000305459	0	-2				lncRNA								
	ENSG00000305460	0	-2				lncRNA								
	ENSG00000305461	0	-2				lncRNA								
	ENSG00000305462	0	-2				lncRNA								
	ENSG00000305464	0	-2				lncRNA								
	ENSG00000305465	0	-2				lncRNA								
	ENSG00000305466	0	-2				lncRNA								
	ENSG00000305467	0	-2				lncRNA								
	ENSG00000305468	0	-2				lncRNA								
	ENSG00000305469	0	-2				lncRNA								
	ENSG00000305471	0	-2				lncRNA								
	ENSG00000305472	0	-2				lncRNA								
	ENSG00000305474	0	-2				lncRNA								
	ENSG00000305475	0	-2				lncRNA								
	ENSG00000305476	0	-2				lncRNA								
	ENSG00000305478	0	-2				lncRNA								
	ENSG00000305479	0	-2				lncRNA								
	ENSG00000305480	0	-2				lncRNA								
	ENSG00000305481	0	-2				lncRNA								
	ENSG00000305483	0	-2				lncRNA								
	ENSG00000305484	0	-2				lncRNA								
	ENSG00000305486	0	-2				lncRNA								
	ENSG00000305487	0	-2				lncRNA								
	ENSG00000305488	0	-2				lncRNA								
	ENSG00000305489	0	-2				lncRNA								
	ENSG00000305491	0	-2				lncRNA								
	ENSG00000305492	0	-2				lncRNA								
	ENSG00000305494	0	-2				lncRNA								
	ENSG00000305495	0	-2				lncRNA								
	ENSG00000305496	0	-2				lncRNA								
	ENSG00000305497	0	-2				lncRNA								
	ENSG00000305498	0	-2				lncRNA								
	ENSG00000305499	0	-2				lncRNA								
	ENSG00000305500	0	-2				lncRNA								
	ENSG00000305502	0	-2				lncRNA								
	ENSG00000305503	0	-2				lncRNA								
	ENSG00000305504	0	-2				lncRNA								
	ENSG00000305505	0	-2				lncRNA								
	ENSG00000305506	0	-2				lncRNA								
	ENSG00000305507	0	-2				lncRNA								
	ENSG00000305508	0	-2				lncRNA								
	ENSG00000305509	0	-2				lncRNA								
	ENSG00000305510	0	-2				lncRNA								
	ENSG00000305514	0	-2				lncRNA								
	ENSG00000305517	0	-2				lncRNA								
	ENSG00000305518	0	-2				lncRNA								
	ENSG00000305521	0	-2				lncRNA								
	ENSG00000305522	0	-2				lncRNA								
	ENSG00000305523	0	-2				lncRNA								
	ENSG00000305524	0	-2				lncRNA								
	ENSG00000305526	0	-2				lncRNA								
	ENSG00000305527	0	-2				lncRNA								
	ENSG00000305529	0	-2				lncRNA								
	ENSG00000305530	0	-2				lncRNA								
	ENSG00000305531	0	-2				lncRNA								
	ENSG00000305532	0	-2				lncRNA								
	ENSG00000305533	0	-2				lncRNA								
	ENSG00000305534	0	-2				lncRNA								
	ENSG00000305535	0	-2				lncRNA								
	ENSG00000305536	0	-2				lncRNA								
	ENSG00000305537	0	-2				lncRNA								
	ENSG00000305538	0	-2				lncRNA								
	ENSG00000305539	0	-2				lncRNA								
	ENSG00000305540	0	-2				lncRNA								
	ENSG00000305542	0	-2				lncRNA								
	ENSG00000305543	0	-2				lncRNA								
	ENSG00000305544	0	-2				lncRNA								
	ENSG00000305545	0	-2				lncRNA								
	ENSG00000305546	0	-2				lncRNA								
	ENSG00000305548	0	-2				lncRNA								
	ENSG00000305549	0	-2				lncRNA								
	ENSG00000305551	0	-2				lncRNA								
	ENSG00000305552	0	-2				lncRNA								
	ENSG00000305553	0	-2				lncRNA								
	ENSG00000305554	0	-2				lncRNA								
	ENSG00000305555	0	-2				lncRNA								
	ENSG00000305557	0	-2				lncRNA								
	ENSG00000305558	0	-2				lncRNA								
	ENSG00000305559	0	-2				lncRNA								
	ENSG00000305560	0	-2				lncRNA								
	ENSG00000305561	0	-2				lncRNA								
	ENSG00000305562	0	-2				lncRNA								
	ENSG00000305563	0	-2				lncRNA								
	ENSG00000305564	0	-2				lncRNA								
	ENSG00000305565	0	-2				lncRNA								
	ENSG00000305566	0	-2				lncRNA								
	ENSG00000305568	0	-2				lncRNA								
	ENSG00000305569	0	-2				lncRNA								
	ENSG00000305570	0	-2				lncRNA								
	ENSG00000305571	0	-2				lncRNA								
	ENSG00000305572	0	-2				lncRNA								
	ENSG00000305574	0	-2				lncRNA								
	ENSG00000305575	0	-2				lncRNA								
	ENSG00000305576	0	-2				lncRNA								
	ENSG00000305578	0	-2				lncRNA								
	ENSG00000305579	0	-2				lncRNA								
	ENSG00000305580	0	-2				lncRNA								
	ENSG00000305581	0	-2				lncRNA								
	ENSG00000305582	0	-2				lncRNA								
	ENSG00000305583	0	-2				lncRNA								
	ENSG00000305584	0	-2				lncRNA								
	ENSG00000305585	0	-2				lncRNA								
	ENSG00000305586	0	-2				lncRNA								
	ENSG00000305587	0	-2				lncRNA								
	ENSG00000305588	0	-2				lncRNA								
	ENSG00000305590	0	-2				lncRNA								
	ENSG00000305591	0	-2				lncRNA								
	ENSG00000305593	0	-2				lncRNA								
	ENSG00000305594	0	-2				lncRNA								
	ENSG00000305595	0	-2				lncRNA								
	ENSG00000305597	0	-2				lncRNA								
	ENSG00000305598	0	-2				lncRNA								
	ENSG00000305599	0	-2				lncRNA								
	ENSG00000305600	0	-2				lncRNA								
	ENSG00000305601	0	-2				lncRNA								
	ENSG00000305603	0	-2				lncRNA								
	ENSG00000305604	0	-2				lncRNA								
	ENSG00000305605	0	-2				lncRNA								
	ENSG00000305606	0	-2				lncRNA								
	ENSG00000305607	0	-2				lncRNA								
	ENSG00000305608	0	-2				lncRNA								
	ENSG00000305609	0	-2				lncRNA								
	ENSG00000305610	0	-2				lncRNA								
	ENSG00000305612	0	-2				lncRNA								
	ENSG00000305614	0	-2				lncRNA								
	ENSG00000305615	0	-2				lncRNA								
	ENSG00000305616	0	-2				lncRNA								
	ENSG00000305617	0	-2				lncRNA								
	ENSG00000305618	0	-2				lncRNA								
	ENSG00000305619	0	-2				lncRNA								
	ENSG00000305620	0	-2				lncRNA								
	ENSG00000305621	0	-2				lncRNA								
	ENSG00000305622	0	-2				lncRNA								
	ENSG00000305624	0	-2				lncRNA								
	ENSG00000305625	0	-2				lncRNA								
	ENSG00000305626	0	-2				lncRNA								
	ENSG00000305627	0	-2				lncRNA								
	ENSG00000305628	0	-2				lncRNA								
	ENSG00000305629	0	-2				lncRNA								
	ENSG00000305632	0	-2				lncRNA								
	ENSG00000305633	0	-2				lncRNA								
	ENSG00000305634	0	-2				lncRNA								
	ENSG00000305636	0	-2				lncRNA								
	ENSG00000305637	0	-2				lncRNA								
	ENSG00000305638	0	-2				lncRNA								
	ENSG00000305639	0	-2				lncRNA								
	ENSG00000305641	0	-2				lncRNA								
	ENSG00000305644	0	-2				lncRNA								
	ENSG00000305645	0	-2				lncRNA								
	ENSG00000305646	0	-2				lncRNA								
	ENSG00000305649	0	-2				lncRNA								
	ENSG00000305650	0	-2				lncRNA								
	ENSG00000305651	0	-2				lncRNA								
	ENSG00000305652	0	-2				lncRNA								
	ENSG00000305653	0	-2				lncRNA								
	ENSG00000305654	0	-2				lncRNA								
	ENSG00000305655	0	-2				lncRNA								
	ENSG00000305657	0	-2				lncRNA								
	ENSG00000305658	0	-2				lncRNA								
	ENSG00000305660	0	-2				lncRNA								
	ENSG00000305661	0	-2				lncRNA								
	ENSG00000305662	0	-2				lncRNA								
	ENSG00000305663	0	-2				lncRNA								
	ENSG00000305664	0	-2				lncRNA								
	ENSG00000305665	0	-2				lncRNA								
	ENSG00000305666	0	-2				lncRNA								
	ENSG00000305667	0	-2				lncRNA								
	ENSG00000305668	0	-2				lncRNA								
	ENSG00000305669	0	-2				lncRNA								
	ENSG00000305670	0	-2				lncRNA								
	ENSG00000305671	0	-2				lncRNA								
	ENSG00000305672	0	-2				lncRNA								
	ENSG00000305673	0	-2				lncRNA								
	ENSG00000305674	0	-2				lncRNA								
	ENSG00000305676	0	-2				lncRNA								
	ENSG00000305679	0	-2				lncRNA								
	ENSG00000305681	0	-2				lncRNA								
	ENSG00000305682	0	-2				lncRNA								
	ENSG00000305684	0	-2				lncRNA								
	ENSG00000305685	0	-2				lncRNA								
	ENSG00000305686	0	-2				lncRNA								
	ENSG00000305687	0	-2				lncRNA								
	ENSG00000305688	0	-2				lncRNA								
	ENSG00000305689	0	-2				lncRNA								
	ENSG00000305690	0	-2				lncRNA								
	ENSG00000305691	0	-2				lncRNA								
	ENSG00000305692	0	-2				lncRNA								
